<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
HPQ,0,20121115,093541,13.12000,100
HPQ,0,20121115,093541,13.12000,100
HPQ,0,20121115,093541,13.12000,100
HPQ,0,20121115,093541,13.12000,100
HPQ,0,20121115,093541,13.12000,100
HPQ,0,20121115,093541,13.12000,100
HPQ,0,20121115,093541,13.12000,100
HPQ,0,20121115,093541,13.12000,300
HPQ,0,20121115,093541,13.12000,100
HPQ,0,20121115,093541,13.12000,200
HPQ,0,20121115,093541,13.12000,200
HPQ,0,20121115,093542,13.12000,100
HPQ,0,20121115,093542,13.12000,200
HPQ,0,20121115,093542,13.12000,100
HPQ,0,20121115,093549,13.12000,200
HPQ,0,20121115,093549,13.12000,400
HPQ,0,20121115,093549,13.12000,100
HPQ,0,20121115,093549,13.12000,100
HPQ,0,20121115,093549,13.12000,200
HPQ,0,20121115,093549,13.12500,100
HPQ,0,20121115,093549,13.12000,100
HPQ,0,20121115,093550,13.12000,100
HPQ,0,20121115,093550,13.13000,200
HPQ,0,20121115,093551,13.13000,200
HPQ,0,20121115,093551,13.13000,300
HPQ,0,20121115,093551,13.13000,200
HPQ,0,20121115,093556,13.13500,100
HPQ,0,20121115,093556,13.13500,100
HPQ,0,20121115,093556,13.13500,100
HPQ,0,20121115,093556,13.13500,100
HPQ,0,20121115,093556,13.13500,100
HPQ,0,20121115,093557,13.13500,100
HPQ,0,20121115,093607,13.13500,796
HPQ,0,20121115,093607,13.14000,500
HPQ,0,20121115,093607,13.14000,404
HPQ,0,20121115,093607,13.14000,100
HPQ,0,20121115,093607,13.14000,100
HPQ,0,20121115,093607,13.14000,104
HPQ,0,20121115,093607,13.14000,100
HPQ,0,20121115,093607,13.14000,200
HPQ,0,20121115,093607,13.14000,100
HPQ,0,20121115,093607,13.14000,100
HPQ,0,20121115,093607,13.14000,100
HPQ,0,20121115,093607,13.14000,100
HPQ,0,20121115,093607,13.14000,100
HPQ,0,20121115,093607,13.14000,100
HPQ,0,20121115,093607,13.15000,100
HPQ,0,20121115,093619,13.16000,100
HPQ,0,20121115,093619,13.16000,200
HPQ,0,20121115,093619,13.16000,200
HPQ,0,20121115,093619,13.16000,100
HPQ,0,20121115,093619,13.17000,100
HPQ,0,20121115,093619,13.17000,200
HPQ,0,20121115,093619,13.17000,100
HPQ,0,20121115,093619,13.18000,1600
HPQ,0,20121115,093621,13.17000,400
HPQ,0,20121115,093621,13.16000,100
HPQ,0,20121115,093621,13.17000,100
HPQ,0,20121115,093647,13.18000,100
HPQ,0,20121115,093647,13.18000,400
HPQ,0,20121115,093647,13.18000,100
HPQ,0,20121115,093656,13.18000,400
HPQ,0,20121115,093731,13.16000,200
HPQ,0,20121115,093731,13.16000,200
HPQ,0,20121115,093731,13.16000,100
HPQ,0,20121115,093738,13.15000,100
HPQ,0,20121115,093738,13.15000,100
HPQ,0,20121115,093739,13.17000,141
HPQ,0,20121115,093808,13.18000,100
HPQ,0,20121115,093808,13.18000,100
HPQ,0,20121115,093852,13.18500,500
HPQ,0,20121115,093852,13.18000,400
HPQ,0,20121115,093852,13.18000,200
HPQ,0,20121115,093852,13.18000,300
HPQ,0,20121115,093852,13.17500,100
HPQ,0,20121115,093856,13.17500,200
HPQ,0,20121115,093856,13.17500,100
HPQ,0,20121115,093910,13.16000,300
HPQ,0,20121115,093910,13.16500,200
HPQ,0,20121115,093922,13.17000,100
HPQ,0,20121115,093922,13.17000,100
HPQ,0,20121115,093922,13.17000,100
HPQ,0,20121115,093922,13.17000,100
HPQ,0,20121115,093922,13.18000,100
HPQ,0,20121115,093922,13.18000,100
HPQ,0,20121115,093922,13.18000,400
HPQ,0,20121115,093922,13.17500,100
HPQ,0,20121115,093922,13.17000,200
HPQ,0,20121115,093922,13.17000,100
HPQ,0,20121115,093922,13.17000,500
HPQ,0,20121115,093922,13.17000,400
HPQ,0,20121115,093922,13.17000,400
HPQ,0,20121115,093922,13.17000,100
HPQ,0,20121115,093922,13.17000,200
HPQ,0,20121115,093922,13.17000,200
HPQ,0,20121115,093927,13.17000,400
HPQ,0,20121115,093953,13.16000,200
HPQ,0,20121115,093953,13.16000,200
HPQ,0,20121115,093953,13.16000,100
HPQ,0,20121115,093958,13.16000,100
HPQ,0,20121115,094012,13.16000,300
HPQ,0,20121115,094012,13.16000,200
HPQ,0,20121115,094012,13.16000,200
HPQ,0,20121115,094012,13.14000,200
HPQ,0,20121115,094018,13.14000,100
HPQ,0,20121115,094059,13.14000,100
HPQ,0,20121115,094105,13.14000,200
HPQ,0,20121115,094105,13.14000,300
HPQ,0,20121115,094105,13.14000,100
HPQ,0,20121115,094107,13.14000,200
HPQ,0,20121115,094111,13.13000,200
HPQ,0,20121115,094111,13.13000,300
HPQ,0,20121115,094111,13.13000,200
HPQ,0,20121115,094111,13.13000,1100
HPQ,0,20121115,094111,13.13000,200
HPQ,0,20121115,094112,13.13000,100
HPQ,0,20121115,094113,13.12000,200
HPQ,0,20121115,094113,13.12000,300
HPQ,0,20121115,094113,13.12000,200
HPQ,0,20121115,094113,13.12000,200
HPQ,0,20121115,094113,13.12000,200
HPQ,0,20121115,094113,13.11500,100
HPQ,0,20121115,094115,13.13000,300
HPQ,0,20121115,094115,13.13000,100
HPQ,0,20121115,094115,13.13000,100
HPQ,0,20121115,094115,13.13000,200
HPQ,0,20121115,094115,13.13000,100
HPQ,0,20121115,094115,13.13000,100
HPQ,0,20121115,094115,13.12500,100
HPQ,0,20121115,094115,13.13000,200
HPQ,0,20121115,094115,13.13000,200
HPQ,0,20121115,094115,13.13000,100
HPQ,0,20121115,094118,13.13000,200
HPQ,0,20121115,094203,13.13000,400
HPQ,0,20121115,094203,13.13000,200
HPQ,0,20121115,094203,13.13000,100
HPQ,0,20121115,094203,13.13000,200
HPQ,0,20121115,094203,13.13000,127
HPQ,0,20121115,094203,13.13000,100
HPQ,0,20121115,094203,13.13000,100
HPQ,0,20121115,094203,13.13000,100
HPQ,0,20121115,094204,13.14000,100
HPQ,0,20121115,094209,13.14000,100
HPQ,0,20121115,094209,13.14000,100
HPQ,0,20121115,094214,13.15000,200
HPQ,0,20121115,094226,13.15000,200
HPQ,0,20121115,094226,13.15000,200
HPQ,0,20121115,094403,13.14500,100
HPQ,0,20121115,094403,13.14000,100
HPQ,0,20121115,094403,13.14000,100
HPQ,0,20121115,094403,13.14000,400
HPQ,0,20121115,094407,13.13500,100
HPQ,0,20121115,094408,13.13000,800
HPQ,0,20121115,094408,13.13000,200
HPQ,0,20121115,094408,13.13000,100
HPQ,0,20121115,094408,13.13500,100
HPQ,0,20121115,094408,13.13500,200
HPQ,0,20121115,094408,13.14000,100
HPQ,0,20121115,094408,13.14000,100
HPQ,0,20121115,094408,13.14000,200
HPQ,0,20121115,094408,13.14000,200
HPQ,0,20121115,094408,13.14000,200
HPQ,0,20121115,094408,13.14000,100
HPQ,0,20121115,094408,13.14000,100
HPQ,0,20121115,094408,13.14000,100
HPQ,0,20121115,094409,13.14000,100
HPQ,0,20121115,094409,13.14000,200
HPQ,0,20121115,094409,13.14000,100
HPQ,0,20121115,094409,13.14000,100
HPQ,0,20121115,094409,13.14000,100
HPQ,0,20121115,094508,13.14000,100
HPQ,0,20121115,094508,13.14000,200
HPQ,0,20121115,094508,13.14000,100
HPQ,0,20121115,094508,13.14000,100
HPQ,0,20121115,094508,13.14000,100
HPQ,0,20121115,094508,13.14000,100
HPQ,0,20121115,094508,13.14000,100
HPQ,0,20121115,094508,13.14000,800
HPQ,0,20121115,094508,13.14000,700
HPQ,0,20121115,094508,13.14000,600
HPQ,0,20121115,094514,13.15000,100
HPQ,0,20121115,094547,13.15000,193
HPQ,0,20121115,094559,13.15000,100
HPQ,0,20121115,094608,13.15000,100
HPQ,0,20121115,094608,13.15000,200
HPQ,0,20121115,094608,13.15000,100
HPQ,0,20121115,094608,13.15000,800
HPQ,0,20121115,094608,13.15000,800
HPQ,0,20121115,094608,13.15000,600
HPQ,0,20121115,094608,13.15000,200
HPQ,0,20121115,094608,13.15000,100
HPQ,0,20121115,094608,13.15000,2000
HPQ,0,20121115,094608,13.15000,200
HPQ,0,20121115,094608,13.15000,300
HPQ,0,20121115,094608,13.15000,100
HPQ,0,20121115,094640,13.15000,400
HPQ,0,20121115,094640,13.15000,200
HPQ,0,20121115,094640,13.15000,100
HPQ,0,20121115,094640,13.15000,100
HPQ,0,20121115,094640,13.15000,100
HPQ,0,20121115,094640,13.15000,2000
HPQ,0,20121115,094640,13.14000,100
HPQ,0,20121115,094640,13.14000,100
HPQ,0,20121115,094640,13.13000,100
HPQ,0,20121115,094650,13.12000,100
HPQ,0,20121115,094654,13.12000,300
HPQ,0,20121115,094701,13.12500,500
HPQ,0,20121115,094701,13.12500,324
HPQ,0,20121115,094701,13.13000,800
HPQ,0,20121115,094701,13.13000,200
HPQ,0,20121115,094701,13.13000,100
HPQ,0,20121115,094702,13.13000,200
HPQ,0,20121115,094800,13.13000,100
HPQ,0,20121115,094801,13.13000,100
HPQ,0,20121115,094801,13.13000,100
HPQ,0,20121115,094803,13.13000,400
HPQ,0,20121115,094803,13.13000,324
HPQ,0,20121115,094803,13.13000,100
HPQ,0,20121115,094803,13.13000,100
HPQ,0,20121115,094803,13.13000,100
HPQ,0,20121115,094803,13.13000,100
HPQ,0,20121115,094803,13.13000,176
HPQ,0,20121115,094803,13.12000,800
HPQ,0,20121115,094803,13.12000,500
HPQ,0,20121115,094803,13.12000,100
HPQ,0,20121115,094808,13.11500,100
HPQ,0,20121115,094841,13.11000,200
HPQ,0,20121115,094841,13.11000,200
HPQ,0,20121115,094841,13.11000,200
HPQ,0,20121115,094841,13.11000,100
HPQ,0,20121115,094843,13.10000,400
HPQ,0,20121115,094843,13.10000,200
HPQ,0,20121115,094843,13.10000,300
HPQ,0,20121115,094843,13.10000,100
HPQ,0,20121115,094843,13.10000,300
HPQ,0,20121115,094912,13.10000,200
HPQ,0,20121115,094912,13.10000,100
HPQ,0,20121115,094912,13.10000,100
HPQ,0,20121115,094912,13.10000,300
HPQ,0,20121115,094912,13.10000,100
HPQ,0,20121115,094912,13.11000,100
HPQ,0,20121115,094944,13.10000,200
HPQ,0,20121115,094944,13.10000,100
HPQ,0,20121115,094944,13.10000,200
HPQ,0,20121115,094944,13.10000,124
HPQ,0,20121115,094944,13.10000,100
HPQ,0,20121115,094944,13.10000,100
HPQ,0,20121115,094944,13.10000,400
HPQ,0,20121115,094944,13.09000,100
HPQ,0,20121115,094946,13.08000,100
HPQ,0,20121115,094946,13.08000,100
HPQ,0,20121115,094946,13.08000,100
HPQ,0,20121115,094946,13.08000,100
HPQ,0,20121115,095000,13.08000,100
HPQ,0,20121115,095000,13.08000,100
HPQ,0,20121115,095000,13.08000,200
HPQ,0,20121115,095000,13.08000,200
HPQ,0,20121115,095000,13.08000,100
HPQ,0,20121115,095000,13.08000,100
HPQ,0,20121115,095000,13.08000,100
HPQ,0,20121115,095009,13.08000,100
HPQ,0,20121115,095009,13.08000,100
HPQ,0,20121115,095043,13.09000,100
HPQ,0,20121115,095043,13.09000,100
HPQ,0,20121115,095043,13.09000,100
HPQ,0,20121115,095043,13.09000,200
HPQ,0,20121115,095043,13.08000,100
HPQ,0,20121115,095043,13.08000,300
HPQ,0,20121115,095044,13.08000,100
HPQ,0,20121115,095044,13.08000,100
HPQ,0,20121115,095048,13.08000,100
HPQ,0,20121115,095124,13.08000,300
HPQ,0,20121115,095140,13.08000,100
HPQ,0,20121115,095141,13.08000,253
HPQ,0,20121115,095141,13.08000,100
HPQ,0,20121115,095141,13.08000,100
HPQ,0,20121115,095141,13.08000,300
HPQ,0,20121115,095141,13.08000,100
HPQ,0,20121115,095141,13.08000,100
HPQ,0,20121115,095141,13.08000,200
HPQ,0,20121115,095141,13.07000,100
HPQ,0,20121115,095141,13.07000,100
HPQ,0,20121115,095141,13.07000,200
HPQ,0,20121115,095141,13.07000,100
HPQ,0,20121115,095141,13.07000,200
HPQ,0,20121115,095141,13.07000,100
HPQ,0,20121115,095205,13.07000,100
HPQ,0,20121115,095205,13.07000,100
HPQ,0,20121115,095205,13.07000,200
HPQ,0,20121115,095205,13.07000,200
HPQ,0,20121115,095205,13.07000,100
HPQ,0,20121115,095205,13.07000,100
HPQ,0,20121115,095205,13.07000,200
HPQ,0,20121115,095205,13.07000,300
HPQ,0,20121115,095205,13.07000,600
HPQ,0,20121115,095210,13.08000,200
HPQ,0,20121115,095210,13.08000,100
HPQ,0,20121115,095210,13.08000,100
HPQ,0,20121115,095210,13.09000,100
HPQ,0,20121115,095211,13.09000,100
HPQ,0,20121115,095211,13.09000,100
HPQ,0,20121115,095211,13.09000,300
HPQ,0,20121115,095211,13.09500,100
HPQ,0,20121115,095211,13.10000,100
HPQ,0,20121115,095211,13.10000,300
HPQ,0,20121115,095211,13.10000,400
HPQ,0,20121115,095211,13.10000,200
HPQ,0,20121115,095211,13.10000,200
HPQ,0,20121115,095211,13.10000,100
HPQ,0,20121115,095211,13.10000,100
HPQ,0,20121115,095216,13.09000,101
HPQ,0,20121115,095216,13.09000,100
HPQ,0,20121115,095216,13.09000,199
HPQ,0,20121115,095225,13.09500,100
HPQ,0,20121115,095234,13.09000,100
HPQ,0,20121115,095257,13.10000,400
HPQ,0,20121115,095257,13.10000,200
HPQ,0,20121115,095257,13.10000,300
HPQ,0,20121115,095257,13.10000,100
HPQ,0,20121115,095257,13.10000,100
HPQ,0,20121115,095257,13.10000,200
HPQ,0,20121115,095257,13.10000,300
HPQ,0,20121115,095309,13.11000,140
HPQ,0,20121115,095309,13.11000,100
HPQ,0,20121115,095323,13.11000,140
HPQ,0,20121115,095323,13.11000,100
HPQ,0,20121115,095323,13.11000,220
HPQ,0,20121115,095352,13.12000,100
HPQ,0,20121115,095352,13.12000,700
HPQ,0,20121115,095352,13.12000,200
HPQ,0,20121115,095352,13.12000,100
HPQ,0,20121115,095352,13.12000,886
HPQ,0,20121115,095352,13.12000,300
HPQ,0,20121115,095352,13.12000,800
HPQ,0,20121115,095352,13.12000,300
HPQ,0,20121115,095352,13.12000,800
HPQ,0,20121115,095352,13.12000,800
HPQ,0,20121115,095352,13.12000,100
HPQ,0,20121115,095352,13.12000,100
HPQ,0,20121115,095352,13.12000,100
HPQ,0,20121115,095352,13.12000,300
HPQ,0,20121115,095352,13.12000,300
HPQ,0,20121115,095352,13.12000,300
HPQ,0,20121115,095352,13.12000,200
HPQ,0,20121115,095352,13.12000,200
HPQ,0,20121115,095352,13.12000,800
HPQ,0,20121115,095352,13.12000,200
HPQ,0,20121115,095352,13.12000,100
HPQ,0,20121115,095352,13.12000,100
HPQ,0,20121115,095352,13.12500,100
HPQ,0,20121115,095352,13.12500,100
HPQ,0,20121115,095352,13.12500,100
HPQ,0,20121115,095352,13.12500,200
HPQ,0,20121115,095352,13.12500,100
HPQ,0,20121115,095352,13.12500,100
HPQ,0,20121115,095352,13.12500,100
HPQ,0,20121115,095352,13.12500,200
HPQ,0,20121115,095352,13.12500,200
HPQ,0,20121115,095352,13.12500,100
HPQ,0,20121115,095352,13.12500,200
HPQ,0,20121115,095352,13.12500,100
HPQ,0,20121115,095352,13.13000,100
HPQ,0,20121115,095352,13.13000,400
HPQ,0,20121115,095401,13.12000,100
HPQ,0,20121115,095401,13.12000,100
HPQ,0,20121115,095401,13.12000,400
HPQ,0,20121115,095401,13.12000,300
HPQ,0,20121115,095401,13.12000,300
HPQ,0,20121115,095401,13.12000,200
HPQ,0,20121115,095401,13.12000,200
HPQ,0,20121115,095401,13.12000,300
HPQ,0,20121115,095401,13.12000,200
HPQ,0,20121115,095403,13.13000,300
HPQ,0,20121115,095403,13.13000,400
HPQ,0,20121115,095403,13.13000,200
HPQ,0,20121115,095403,13.13000,300
HPQ,0,20121115,095403,13.13000,100
HPQ,0,20121115,095403,13.13000,100
HPQ,0,20121115,095452,13.13000,300
HPQ,0,20121115,095452,13.13000,200
HPQ,0,20121115,095452,13.13000,100
HPQ,0,20121115,095452,13.13000,200
HPQ,0,20121115,095452,13.13000,172
HPQ,0,20121115,095452,13.13000,400
HPQ,0,20121115,095452,13.14000,100
HPQ,0,20121115,095506,13.14000,100
HPQ,0,20121115,095540,13.15000,400
HPQ,0,20121115,095540,13.15000,300
HPQ,0,20121115,095540,13.15000,100
HPQ,0,20121115,095540,13.15000,100
HPQ,0,20121115,095540,13.15000,200
HPQ,0,20121115,095540,13.15000,300
HPQ,0,20121115,095540,13.15000,100
HPQ,0,20121115,095540,13.15000,629
HPQ,0,20121115,095540,13.15000,100
HPQ,0,20121115,095540,13.15000,100
HPQ,0,20121115,095545,13.16000,100
HPQ,0,20121115,095545,13.16000,200
HPQ,0,20121115,095545,13.16000,400
HPQ,0,20121115,095545,13.16000,200
HPQ,0,20121115,095545,13.16000,300
HPQ,0,20121115,095545,13.16000,100
HPQ,0,20121115,095545,13.16000,200
HPQ,0,20121115,095545,13.16000,100
HPQ,0,20121115,095545,13.16000,100
HPQ,0,20121115,095545,13.16000,200
HPQ,0,20121115,095620,13.17000,200
HPQ,0,20121115,095620,13.17000,100
HPQ,0,20121115,095620,13.17000,200
HPQ,0,20121115,095633,13.17000,100
HPQ,0,20121115,095633,13.17000,200
HPQ,0,20121115,095633,13.17000,100
HPQ,0,20121115,095633,13.17000,100
HPQ,0,20121115,095633,13.17000,251
HPQ,0,20121115,095634,13.17000,100
HPQ,0,20121115,095652,13.16000,400
HPQ,0,20121115,095652,13.16000,200
HPQ,0,20121115,095652,13.16000,400
HPQ,0,20121115,095652,13.15000,100
HPQ,0,20121115,095652,13.15000,100
HPQ,0,20121115,095652,13.15000,200
HPQ,0,20121115,095652,13.15000,100
HPQ,0,20121115,095652,13.15000,200
HPQ,0,20121115,095707,13.16000,200
HPQ,0,20121115,095707,13.16000,100
HPQ,0,20121115,095707,13.16000,200
HPQ,0,20121115,095707,13.16000,100
HPQ,0,20121115,095707,13.16000,200
HPQ,0,20121115,095711,13.17000,500
HPQ,0,20121115,095711,13.17000,100
HPQ,0,20121115,095711,13.17000,200
HPQ,0,20121115,095719,13.17000,300
HPQ,0,20121115,095719,13.17000,100
HPQ,0,20121115,095719,13.17000,100
HPQ,0,20121115,095805,13.16000,180
HPQ,0,20121115,095805,13.16000,295
HPQ,0,20121115,095805,13.16000,105
HPQ,0,20121115,095805,13.16000,400
HPQ,0,20121115,095805,13.16000,200
HPQ,0,20121115,095805,13.15000,200
HPQ,0,20121115,095805,13.15000,100
HPQ,0,20121115,095805,13.15000,100
HPQ,0,20121115,095811,13.15500,100
HPQ,0,20121115,095811,13.15500,100
HPQ,0,20121115,095811,13.15500,100
HPQ,0,20121115,095815,13.15000,100
HPQ,0,20121115,095815,13.15000,200
HPQ,0,20121115,095815,13.15000,200
HPQ,0,20121115,095815,13.15000,200
HPQ,0,20121115,095822,13.14000,100
HPQ,0,20121115,095828,13.14000,100
HPQ,0,20121115,095833,13.14000,200
HPQ,0,20121115,095835,13.14000,180
HPQ,0,20121115,095835,13.14000,200
HPQ,0,20121115,095835,13.14000,200
HPQ,0,20121115,095835,13.14000,200
HPQ,0,20121115,095839,13.14000,200
HPQ,0,20121115,095839,13.14000,200
HPQ,0,20121115,095839,13.14000,100
HPQ,0,20121115,095850,13.15000,100
HPQ,0,20121115,095850,13.15000,100
HPQ,0,20121115,095852,13.15000,200
HPQ,0,20121115,095852,13.15000,100
HPQ,0,20121115,095859,13.15000,200
HPQ,0,20121115,095905,13.15000,100
HPQ,0,20121115,095907,13.15000,200
HPQ,0,20121115,095907,13.15000,100
HPQ,0,20121115,095907,13.15000,400
HPQ,0,20121115,095907,13.15000,200
HPQ,0,20121115,095907,13.15000,200
HPQ,0,20121115,095912,13.14500,100
HPQ,0,20121115,095925,13.15000,200
HPQ,0,20121115,095928,13.15000,200
HPQ,0,20121115,095928,13.15000,100
HPQ,0,20121115,095945,13.16000,200
HPQ,0,20121115,095945,13.16000,100
HPQ,0,20121115,095945,13.16000,100
HPQ,0,20121115,095945,13.17000,100
HPQ,0,20121115,095945,13.17000,100
HPQ,0,20121115,095945,13.17000,300
HPQ,0,20121115,095945,13.17000,100
HPQ,0,20121115,095952,13.17000,100
HPQ,0,20121115,095952,13.17000,100
HPQ,0,20121115,095952,13.17000,100
HPQ,0,20121115,095954,13.17000,100
HPQ,0,20121115,100000,13.17000,300
HPQ,0,20121115,100000,13.17000,100
HPQ,0,20121115,100000,13.17000,200
HPQ,0,20121115,100000,13.17000,100
HPQ,0,20121115,100000,13.17000,100
HPQ,0,20121115,100000,13.17000,400
HPQ,0,20121115,100000,13.17000,700
HPQ,0,20121115,100000,13.17000,200
HPQ,0,20121115,100000,13.17000,100
HPQ,0,20121115,100000,13.16000,300
HPQ,0,20121115,100000,13.16000,100
HPQ,0,20121115,100000,13.16000,400
HPQ,0,20121115,100000,13.16000,400
HPQ,0,20121115,100000,13.16000,100
HPQ,0,20121115,100000,13.16000,200
HPQ,0,20121115,100000,13.15000,200
HPQ,0,20121115,100000,13.15000,200
HPQ,0,20121115,100000,13.14000,100
HPQ,0,20121115,100000,13.15000,100
HPQ,0,20121115,100004,13.14000,100
HPQ,0,20121115,100004,13.14000,100
HPQ,0,20121115,100004,13.14000,100
HPQ,0,20121115,100004,13.14000,600
HPQ,0,20121115,100007,13.14000,100
HPQ,0,20121115,100007,13.14000,200
HPQ,0,20121115,100007,13.14000,100
HPQ,0,20121115,100007,13.14000,100
HPQ,0,20121115,100007,13.14000,100
HPQ,0,20121115,100007,13.14000,100
HPQ,0,20121115,100010,13.13000,200
HPQ,0,20121115,100010,13.13000,100
HPQ,0,20121115,100010,13.13000,200
HPQ,0,20121115,100011,13.12000,300
HPQ,0,20121115,100011,13.12000,100
HPQ,0,20121115,100012,13.12000,100
HPQ,0,20121115,100012,13.12000,200
HPQ,0,20121115,100012,13.12500,100
HPQ,0,20121115,100012,13.13000,200
HPQ,0,20121115,100012,13.13000,200
HPQ,0,20121115,100012,13.13000,100
HPQ,0,20121115,100012,13.13000,1000
HPQ,0,20121115,100012,13.13000,100
HPQ,0,20121115,100012,13.13000,100
HPQ,0,20121115,100012,13.13000,100
HPQ,0,20121115,100017,13.13000,200
HPQ,0,20121115,100020,13.14000,200
HPQ,0,20121115,100022,13.14000,100
HPQ,0,20121115,100022,13.14000,200
HPQ,0,20121115,100022,13.14000,200
HPQ,0,20121115,100022,13.14000,200
HPQ,0,20121115,100022,13.14000,100
HPQ,0,20121115,100022,13.14000,100
HPQ,0,20121115,100022,13.14000,100
HPQ,0,20121115,100022,13.14000,300
HPQ,0,20121115,100022,13.14000,100
HPQ,0,20121115,100022,13.14000,800
HPQ,0,20121115,100022,13.14000,200
HPQ,0,20121115,100022,13.14000,600
HPQ,0,20121115,100022,13.14000,100
HPQ,0,20121115,100022,13.14000,101
HPQ,0,20121115,100022,13.14000,100
HPQ,0,20121115,100022,13.13000,200
HPQ,0,20121115,100022,13.13000,200
HPQ,0,20121115,100022,13.13000,100
HPQ,0,20121115,100022,13.13000,100
HPQ,0,20121115,100022,13.13000,200
HPQ,0,20121115,100046,13.14000,100
HPQ,0,20121115,100046,13.14000,200
HPQ,0,20121115,100046,13.14000,300
HPQ,0,20121115,100046,13.14000,100
HPQ,0,20121115,100046,13.14000,100
HPQ,0,20121115,100046,13.14000,100
HPQ,0,20121115,100046,13.14000,100
HPQ,0,20121115,100046,13.14000,100
HPQ,0,20121115,100046,13.14000,500
HPQ,0,20121115,100046,13.14000,600
HPQ,0,20121115,100046,13.15000,100
HPQ,0,20121115,100046,13.15000,100
HPQ,0,20121115,100046,13.16000,200
HPQ,0,20121115,100046,13.16000,100
HPQ,0,20121115,100046,13.16000,100
HPQ,0,20121115,100046,13.16000,200
HPQ,0,20121115,100046,13.16000,100
HPQ,0,20121115,100046,13.16000,200
HPQ,0,20121115,100048,13.16000,100
HPQ,0,20121115,100053,13.16000,200
HPQ,0,20121115,100053,13.16000,100
HPQ,0,20121115,100054,13.16000,200
HPQ,0,20121115,100100,13.16000,200
HPQ,0,20121115,100100,13.16000,100
HPQ,0,20121115,100125,13.16000,100
HPQ,0,20121115,100130,13.16000,100
HPQ,0,20121115,100140,13.16000,200
HPQ,0,20121115,100140,13.16000,100
HPQ,0,20121115,100200,13.16500,300
HPQ,0,20121115,100200,13.17000,100
HPQ,0,20121115,100200,13.17000,100
HPQ,0,20121115,100200,13.17000,300
HPQ,0,20121115,100200,13.17000,300
HPQ,0,20121115,100200,13.17000,100
HPQ,0,20121115,100200,13.17000,100
HPQ,0,20121115,100200,13.17000,100
HPQ,0,20121115,100201,13.17000,100
HPQ,0,20121115,100201,13.17000,100
HPQ,0,20121115,100201,13.18000,100
HPQ,0,20121115,100201,13.18000,200
HPQ,0,20121115,100201,13.18000,100
HPQ,0,20121115,100201,13.18000,100
HPQ,0,20121115,100201,13.18000,100
HPQ,0,20121115,100227,13.18000,100
HPQ,0,20121115,100227,13.18000,100
HPQ,0,20121115,100230,13.19000,100
HPQ,0,20121115,100230,13.19000,100
HPQ,0,20121115,100230,13.19000,200
HPQ,0,20121115,100230,13.19000,800
HPQ,0,20121115,100230,13.19000,200
HPQ,0,20121115,100230,13.19000,800
HPQ,0,20121115,100230,13.19000,500
HPQ,0,20121115,100230,13.19000,100
HPQ,0,20121115,100230,13.19000,100
HPQ,0,20121115,100230,13.19000,100
HPQ,0,20121115,100230,13.19000,300
HPQ,0,20121115,100230,13.19000,400
HPQ,0,20121115,100230,13.19000,300
HPQ,0,20121115,100230,13.19000,300
HPQ,0,20121115,100230,13.19000,200
HPQ,0,20121115,100230,13.19000,100
HPQ,0,20121115,100230,13.19000,800
HPQ,0,20121115,100233,13.19000,100
HPQ,0,20121115,100234,13.18500,100
HPQ,0,20121115,100325,13.18000,400
HPQ,0,20121115,100325,13.18000,100
HPQ,0,20121115,100325,13.18000,200
HPQ,0,20121115,100325,13.18000,200
HPQ,0,20121115,100325,13.18000,100
HPQ,0,20121115,100325,13.18000,100
HPQ,0,20121115,100325,13.18000,100
HPQ,0,20121115,100325,13.18000,396
HPQ,0,20121115,100325,13.18000,100
HPQ,0,20121115,100518,13.17500,100
HPQ,0,20121115,100518,13.17500,300
HPQ,0,20121115,100518,13.17000,173
HPQ,0,20121115,100518,13.17000,1327
HPQ,0,20121115,100519,13.17500,100
HPQ,0,20121115,100547,13.18000,100
HPQ,0,20121115,100547,13.18000,100
HPQ,0,20121115,100547,13.18000,100
HPQ,0,20121115,100547,13.18000,100
HPQ,0,20121115,100547,13.18000,100
HPQ,0,20121115,100547,13.18000,100
HPQ,0,20121115,100547,13.19000,100
HPQ,0,20121115,100547,13.19000,100
HPQ,0,20121115,100547,13.19000,100
HPQ,0,20121115,100547,13.19000,100
HPQ,0,20121115,100547,13.18500,100
HPQ,0,20121115,100549,13.19000,100
HPQ,0,20121115,100550,13.19000,300
HPQ,0,20121115,100550,13.19000,300
HPQ,0,20121115,100550,13.19000,100
HPQ,0,20121115,100550,13.19000,100
HPQ,0,20121115,100550,13.19000,300
HPQ,0,20121115,100550,13.19000,100
HPQ,0,20121115,100557,13.20000,200
HPQ,0,20121115,100557,13.20000,400
HPQ,0,20121115,100557,13.20000,100
HPQ,0,20121115,100558,13.21000,100
HPQ,0,20121115,100558,13.21000,200
HPQ,0,20121115,100558,13.21000,300
HPQ,0,20121115,100558,13.20500,200
HPQ,0,20121115,100558,13.20500,100
HPQ,0,20121115,100558,13.20000,100
HPQ,0,20121115,100558,13.20000,400
HPQ,0,20121115,100558,13.20000,200
HPQ,0,20121115,100558,13.20000,300
HPQ,0,20121115,100558,13.20000,300
HPQ,0,20121115,100558,13.20000,200
HPQ,0,20121115,100558,13.20000,300
HPQ,0,20121115,100558,13.20000,100
HPQ,0,20121115,100558,13.20000,300
